date | value
2010-12-05 | 1
2010-12-08 | 1
2010-12-11 | 1
2010-12-14 | 1
2010-12-17 | 1
2010-12-20 | 1
2010-12-23 | 1
2010-12-26 | 1
2010-12-29 | 1
2011-01-01 | 1
2011-01-04 | 1
2011-01-07 | 1
2011-01-10 | 1
2011-01-13 | 1
2011-01-16 | 1
2011-01-19 | 1
2011-01-22 | 1
2011-01-25 | 1
2011-01-28 | 1
2011-01-31 | 1
2011-02-03 | 1
2011-02-06 | 1
2011-02-09 | 1
2011-02-12 | 1
2011-02-15 | 1
2011-02-18 | 1
2011-02-21 | 1
2011-02-24 | 1
2011-02-27 | 1
2011-03-02 | 1
2011-03-05 | 1
2011-03-08 | 1
2011-03-11 | 1
2011-03-14 | 1
2011-03-17 | 1
2011-03-20 | 1
2011-03-23 | 1
2011-03-26 | 1
2011-03-30 | 1
2011-04-02 | 1
2011-04-05 | 1
2011-04-08 | 1
2011-04-11 | 1
2011-04-14 | 1
2011-04-17 | 1
2011-04-20 | 1
2011-04-23 | 1
2011-04-26 | 1
2011-04-29 | 1
2011-05-02 | 1
2011-05-05 | 1
2011-05-08 | 1
2011-05-11 | 1
2011-05-14 | 1
2011-05-17 | 1
2011-05-20 | 1
2011-05-23 | 1
2011-05-26 | 1
2011-05-29 | 1
2011-06-01 | 1
2011-06-04 | 1
2011-06-07 | 1
2011-06-10 | 1
2011-06-13 | 1
2011-06-16 | 1
2011-06-19 | 1
2011-06-22 | 1
2011-06-25 | 1
2011-06-28 | 1
2011-07-01 | 1
2011-07-04 | 1
2011-07-07 | 1
2011-07-10 | 1
2011-07-13 | 1
2011-07-16 | 1
2011-07-19 | 1
2011-07-22 | 1
2011-07-25 | 1
2011-07-28 | 1
2011-07-31 | 1
2011-08-03 | 1
2011-08-06 | 1
2011-08-09 | 1
2011-08-12 | 1
2011-08-15 | 1
2011-08-18 | 1
2011-08-21 | 1
2011-08-24 | 1
2011-08-27 | 1
2011-08-30 | 1
2011-09-02 | 1
2011-09-05 | 1
2011-09-08 | 1
2011-09-11 | 1
2011-09-14 | 1
2011-09-17 | 1
2011-09-20 | 1
2011-09-23 | 1
2011-09-26 | 1
2011-09-29 | 1
2011-10-02 | 1
2011-10-05 | 1
2011-10-08 | 1
2011-10-11 | 1
2011-10-14 | 1
2011-10-17 | 1
2011-10-20 | 1
2011-10-23 | 1
2011-10-26 | 1
2011-10-29 | 1
2011-10-31 | 1
2011-11-03 | 1
2011-11-06 | 1
2011-11-09 | 1
2011-11-12 | 1
2011-11-15 | 1
2011-11-18 | 1
2011-11-21 | 1
2011-11-24 | 1
2011-11-27 | 1
2011-11-30 | 1
2011-12-03 | 1
2011-12-06 | 1
2011-12-09 | 1
2011-12-12 | 1
2011-12-15 | 1
2011-12-18 | 1
2011-12-21 | 1
2011-12-24 | 1
2011-12-27 | 1
2011-12-30 | 1
2012-01-02 | 1
2012-01-05 | 1
2012-01-08 | 1
2012-01-11 | 1
2012-01-14 | 1
2012-01-17 | 1
2012-01-20 | 1
2012-01-23 | 1
2012-01-26 | 1
2012-01-29 | 1
2012-02-01 | 1
2012-02-04 | 1
2012-02-07 | 1
2012-02-10 | 1
2012-02-13 | 1
2012-02-16 | 1
2012-02-19 | 1
2012-02-22 | 1
2012-02-25 | 1
2012-02-28 | 1
2012-03-02 | 1
2012-03-05 | 1
2012-03-08 | 1
2012-03-11 | 1
2012-03-14 | 1
2012-03-17 | 1
2012-03-20 | 1
2012-03-23 | 1
2012-03-27 | 1
2012-03-30 | 1
2012-04-02 | 1
2012-04-05 | 1
2012-04-08 | 1
2012-04-11 | 1
2012-04-14 | 1
2012-04-17 | 1
2012-04-20 | 1
2012-04-23 | 1
2012-04-26 | 1
2012-04-29 | 1
2012-05-02 | 1
2012-05-05 | 1
2012-05-08 | 1
2012-05-11 | 1
2012-05-14 | 1
2012-05-17 | 1
2012-05-20 | 1
2012-05-23 | 1
2012-05-26 | 1
2012-05-29 | 1
2012-06-01 | 1
2012-06-04 | 1
2012-06-07 | 1
2012-06-10 | 1
2012-06-13 | 1
2012-06-16 | 1
2012-06-19 | 1
2012-06-22 | 1
2012-06-25 | 1
2012-06-28 | 1
2012-07-01 | 1
2012-07-04 | 1
2012-07-07 | 1
2012-07-10 | 1
2012-07-13 | 1
2012-07-16 | 1
2012-07-19 | 1
2012-07-22 | 1
2012-07-25 | 1
2012-07-28 | 1
2012-07-31 | 1
2012-08-03 | 1
2012-08-06 | 1
2012-08-09 | 1
2012-08-12 | 1
2012-08-15 | 1
2012-08-18 | 1
2012-08-21 | 1
2012-08-24 | 1
2012-08-27 | 1
2012-08-30 | 1
2012-09-02 | 1
2012-09-05 | 1
2012-09-08 | 1
2012-09-11 | 1
2012-09-14 | 1
2012-09-17 | 1
2012-09-20 | 1
2012-09-23 | 1
2012-09-26 | 1
2012-09-29 | 1
2012-10-02 | 1
2012-10-05 | 1
2012-10-08 | 1
2012-10-11 | 1
2012-10-14 | 1
2012-10-17 | 1
2012-10-20 | 1
2012-10-23 | 1
2012-10-26 | 1
2012-10-28 | 1
2012-10-31 | 1
2012-11-03 | 1
2012-11-06 | 1
2012-11-09 | 1
2012-11-12 | 1
2012-11-15 | 1
2012-11-18 | 1
2012-11-21 | 1
2012-11-24 | 1
2012-11-27 | 1
2012-11-30 | 1
2012-12-03 | 1
2012-12-06 | 1
2012-12-09 | 1
2012-12-12 | 1
2012-12-15 | 1
2012-12-18 | 1
2012-12-21 | 1
2012-12-24 | 1
2012-12-27 | 1
2012-12-30 | 1
2013-01-02 | 1
2013-01-05 | 1
2013-01-08 | 1
2013-01-11 | 1
2013-01-14 | 1
2013-01-17 | 1
2013-01-20 | 1
2013-01-23 | 1
2013-01-26 | 1
2013-01-29 | 1
2013-02-01 | 1
2013-02-04 | 1
2013-02-07 | 1
2013-02-10 | 1
2013-02-13 | 1
2013-02-16 | 1
2013-02-19 | 1
2013-02-22 | 1
2013-02-25 | 1
2013-02-28 | 1
2013-03-03 | 1
2013-03-06 | 1
2013-03-09 | 1
2013-03-12 | 1
2013-03-15 | 1
2013-03-18 | 1
2013-03-21 | 1
2013-03-24 | 1
2013-03-27 | 1
2013-03-30 | 1
2013-04-03 | 1
2013-04-06 | 1
2013-04-09 | 1
2013-04-12 | 1
2013-04-15 | 1
2013-04-18 | 1
2013-04-21 | 1
2013-04-24 | 1
2013-04-27 | 1
2013-04-30 | 1
2013-05-03 | 1
2013-05-06 | 1
2013-05-09 | 1
2013-05-12 | 1
2013-05-15 | 1
2013-05-18 | 1
2013-05-21 | 1
2013-05-24 | 1
2013-05-27 | 1
2013-05-30 | 1
2013-06-02 | 1
2013-06-05 | 1
2013-06-08 | 1
2013-06-11 | 1
2013-06-14 | 1
2013-06-17 | 1
2013-06-20 | 1
2013-06-23 | 1
2013-06-26 | 1
2013-06-29 | 1
2013-07-02 | 1
2013-07-05 | 1
2013-07-08 | 1
2013-07-11 | 1
2013-07-14 | 1
2013-07-17 | 1
2013-07-20 | 1
2013-07-23 | 1
2013-07-26 | 1
2013-07-29 | 1
2013-08-01 | 1
2013-08-04 | 1
2013-08-07 | 1
2013-08-10 | 1
2013-08-13 | 1
2013-08-16 | 1
2013-08-19 | 1
2013-08-22 | 1
2013-08-25 | 1
2013-08-28 | 1
2013-08-31 | 1
2013-09-03 | 1
2013-09-06 | 1
2013-09-09 | 1
2013-09-12 | 1
2013-09-15 | 1
2013-09-18 | 1
2013-09-21 | 1
2013-09-24 | 1
2013-09-27 | 1
2013-09-30 | 1
2013-10-03 | 1
2013-10-06 | 1
2013-10-09 | 1
2013-10-12 | 1
2013-10-15 | 1
2013-10-18 | 1
2013-10-21 | 1
2013-10-24 | 1
2013-10-27 | 1
2013-10-29 | 1
2013-11-01 | 1
2013-11-04 | 1
2013-11-07 | 1
2013-11-10 | 1
2013-11-13 | 1
2013-11-16 | 1
2013-11-19 | 1
2013-11-22 | 1
2013-11-25 | 1
2013-11-28 | 1
2013-12-01 | 1
2013-12-04 | 1
2013-12-07 | 1
2013-12-10 | 1
2013-12-13 | 1
2013-12-16 | 1
2013-12-19 | 1
2013-12-22 | 1
2013-12-25 | 1
2013-12-28 | 1
2013-12-31 | 1
2014-01-03 | 1
2014-01-06 | 1
2014-01-09 | 1
2014-01-12 | 1
2014-01-15 | 1
2014-01-18 | 1
2014-01-21 | 1
2014-01-24 | 1
2014-01-27 | 1
2014-01-30 | 1
2014-02-02 | 1
2014-02-05 | 1
2014-02-08 | 1
2014-02-11 | 1
2014-02-14 | 1
2014-02-17 | 1
2014-02-20 | 1
2014-02-23 | 1
2014-02-26 | 1
2014-03-01 | 1
2014-03-04 | 1
2014-03-07 | 1
2014-03-10 | 1
2014-03-13 | 1
2014-03-16 | 1
2014-03-19 | 1
2014-03-22 | 1
2014-03-25 | 1
2014-03-28 | 1
2014-04-01 | 1
2014-04-04 | 1
2014-04-07 | 1
2014-04-10 | 1
2014-04-13 | 1
2014-04-16 | 1
2014-04-19 | 1
2014-04-22 | 1
2014-04-25 | 1
2014-04-28 | 1
2014-05-01 | 1
2014-05-04 | 1
2014-05-07 | 1
2014-05-10 | 1
2014-05-13 | 1
2014-05-16 | 1
2014-05-19 | 1
2014-05-22 | 1
2014-05-25 | 1
2014-05-28 | 1
2014-05-31 | 1
2014-06-03 | 1
2014-06-06 | 1
2014-06-09 | 1
2014-06-12 | 1
2014-06-15 | 1
2014-06-18 | 1
2014-06-21 | 1
2014-06-24 | 1
2014-06-27 | 1
2014-06-30 | 1
2014-07-03 | 1
2014-07-06 | 1
2014-07-09 | 1
2014-07-12 | 1
2014-07-15 | 1
2014-07-18 | 1
2014-07-21 | 1
2014-07-24 | 1
2014-07-27 | 1
2014-07-30 | 1
2014-08-02 | 1
2014-08-05 | 1
2014-08-08 | 1
2014-08-11 | 1
2014-08-14 | 1
2014-08-17 | 1
2014-08-20 | 1
2014-08-23 | 1
2014-08-26 | 1
2014-08-29 | 1
2014-09-01 | 1
2014-09-04 | 1
2014-09-07 | 1
2014-09-10 | 1
2014-09-13 | 1
2014-09-16 | 1
2014-09-19 | 1
2014-09-22 | 1
2014-09-25 | 1
2014-09-28 | 1
2014-10-01 | 1
2014-10-04 | 1
2014-10-07 | 1
2014-10-10 | 1
2014-10-13 | 1
2014-10-16 | 1
2014-10-19 | 1
2014-10-22 | 1
2014-10-25 | 1
2014-10-27 | 1
2014-10-30 | 1
2014-11-02 | 1
2014-11-05 | 1
2014-11-08 | 1
2014-11-11 | 1
2014-11-14 | 1
2014-11-17 | 1
2014-11-20 | 1
2014-11-23 | 1
2014-11-26 | 1
2014-11-29 | 1
2014-12-02 | 1
2014-12-05 | 1
2014-12-08 | 1
2014-12-11 | 1
2014-12-14 | 1
2014-12-17 | 1
2014-12-20 | 1
2014-12-23 | 1
2014-12-26 | 1
2014-12-29 | 1
2015-01-01 | 1
2015-01-04 | 1
2015-01-07 | 1
2015-01-10 | 1
2015-01-13 | 1
2015-01-16 | 1
2015-01-19 | 1
2015-01-22 | 1
2015-01-25 | 1
2015-01-28 | 1
2015-01-31 | 1
2015-02-03 | 1
2015-02-06 | 1
2015-02-09 | 1
2015-02-12 | 1
2015-02-15 | 1
2015-02-18 | 1
2015-02-21 | 1
2015-02-24 | 1
2015-02-27 | 1
2015-03-02 | 1
2015-03-05 | 1
2015-03-08 | 1
2015-03-11 | 1
2015-03-14 | 1
2015-03-17 | 1
2015-03-20 | 1
2015-03-23 | 1
2015-03-26 | 1
2015-03-30 | 1
2015-04-02 | 1
2015-04-05 | 1
2015-04-08 | 1
2015-04-11 | 1
2015-04-14 | 1
2015-04-17 | 1
2015-04-20 | 1
2015-04-23 | 1
2015-04-26 | 1
2015-04-29 | 1
2015-05-02 | 1
2015-05-05 | 1
2015-05-08 | 1
2015-05-11 | 1
2015-05-14 | 1
2015-05-17 | 1
2015-05-20 | 1
2015-05-23 | 1
2015-05-26 | 1
2015-05-29 | 1
2015-06-01 | 1
2015-06-04 | 1
2015-06-07 | 1
2015-06-10 | 1
2015-06-13 | 1
2015-06-16 | 1
2015-06-19 | 1
2015-06-22 | 1
2015-06-25 | 1
2015-06-28 | 1
2015-07-01 | 1
2015-07-04 | 1
2015-07-07 | 1
2015-07-10 | 1
2015-07-13 | 1
2015-07-16 | 1
2015-07-19 | 1
2015-07-22 | 1
2015-07-25 | 1
2015-07-28 | 1
2015-07-31 | 1
2015-08-03 | 1
2015-08-06 | 1
2015-08-09 | 1
2015-08-12 | 1
2015-08-15 | 1
2015-08-18 | 1
2015-08-21 | 1
2015-08-24 | 1
2015-08-27 | 1
2015-08-30 | 1
2015-09-02 | 1
2015-09-05 | 1
2015-09-08 | 1
2015-09-11 | 1
2015-09-14 | 1
2015-09-17 | 1
2015-09-20 | 1
2015-09-23 | 1
2015-09-26 | 1
2015-09-29 | 1
2015-10-02 | 1
2015-10-05 | 1
2015-10-08 | 1
2015-10-11 | 1
2015-10-14 | 1
2015-10-17 | 1
2015-10-20 | 1
2015-10-23 | 1
2015-10-25 | 1
2015-10-28 | 1
2015-10-31 | 1
2015-11-03 | 1
2015-11-06 | 1
2015-11-09 | 1
2015-11-12 | 1
2015-11-15 | 1
2015-11-18 | 1
2015-11-21 | 1
2015-11-24 | 1
2015-11-27 | 1
2015-11-30 | 1
2015-12-03 | 1
2015-12-06 | 1
2015-12-09 | 1
2015-12-12 | 1
2015-12-15 | 1
2015-12-18 | 1
2015-12-21 | 1
2015-12-24 | 1
2015-12-27 | 1
2015-12-30 | 1
2016-01-02 | 1
2016-01-05 | 1
2016-01-08 | 1
2016-01-11 | 1
2016-01-14 | 1
2016-01-17 | 1
2016-01-20 | 1
2016-01-23 | 1
2016-01-26 | 1
2016-01-29 | 1
2016-02-01 | 1
2016-02-04 | 1
2016-02-07 | 1
2016-02-10 | 1
2016-02-13 | 1
2016-02-16 | 1
2016-02-19 | 1
2016-02-22 | 1
2016-02-25 | 1
2016-02-28 | 1
2016-03-02 | 1
2016-03-05 | 1
2016-03-08 | 1
2016-03-11 | 1
2016-03-14 | 1
2016-03-17 | 1
2016-03-20 | 1
2016-03-23 | 1
2016-03-26 | 1
2016-03-30 | 1
2016-04-02 | 1
2016-04-05 | 1
2016-04-08 | 1
2016-04-11 | 1
2016-04-14 | 1
2016-04-17 | 1
2016-04-20 | 1
2016-04-23 | 1
2016-04-26 | 1
2016-04-29 | 1
2016-05-02 | 1
2016-05-05 | 1
2016-05-08 | 1
2016-05-11 | 1
2016-05-14 | 1
2016-05-17 | 1
2016-05-20 | 1
2016-05-23 | 1
2016-05-26 | 1
2016-05-29 | 1
2016-06-01 | 1
2016-06-04 | 1
2016-06-07 | 1
2016-06-10 | 1
2016-06-13 | 1
2016-06-16 | 1
2016-06-19 | 1
2016-06-22 | 1
2016-06-25 | 1
2016-06-28 | 1
2016-07-01 | 1
2016-07-04 | 1
2016-07-07 | 1
2016-07-10 | 1
2016-07-13 | 1
2016-07-16 | 1
2016-07-19 | 1
2016-07-22 | 1
2016-07-25 | 1
2016-07-28 | 1
2016-07-31 | 1
2016-08-03 | 1
2016-08-06 | 1
2016-08-09 | 1
2016-08-12 | 1
2016-08-15 | 1
2016-08-18 | 1
2016-08-21 | 1
2016-08-24 | 1
2016-08-27 | 1
2016-08-30 | 1
2016-09-02 | 1
2016-09-05 | 1
2016-09-08 | 1
2016-09-11 | 1
2016-09-14 | 1
2016-09-17 | 1
2016-09-20 | 1
2016-09-23 | 1
2016-09-26 | 1
2016-09-29 | 1
2016-10-02 | 1
2016-10-05 | 1
2016-10-08 | 1
2016-10-11 | 1
2016-10-14 | 1
2016-10-17 | 1
2016-10-20 | 1
2016-10-23 | 1
2016-10-26 | 1
2016-10-29 | 1
2016-10-31 | 1
2016-11-03 | 1
2016-11-06 | 1
2016-11-09 | 1
2016-11-12 | 1
2016-11-15 | 1
2016-11-18 | 1
2016-11-21 | 1
2016-11-24 | 1
2016-11-27 | 1
2016-11-30 | 1
2016-12-03 | 1
2016-12-06 | 1
2016-12-09 | 1
2016-12-12 | 1
2016-12-15 | 1
2016-12-18 | 1
2016-12-21 | 1
2016-12-24 | 1
2016-12-27 | 1
2016-12-30 | 1
2017-01-02 | 1
2017-01-05 | 1
2017-01-08 | 1
2017-01-11 | 1
2017-01-14 | 1
2017-01-17 | 1
2017-01-20 | 1
2017-01-23 | 1
2017-01-26 | 1
2017-01-29 | 1
2017-02-01 | 1
2017-02-04 | 1
2017-02-07 | 1
2017-02-10 | 1
2017-02-13 | 1
2017-02-16 | 1
2017-02-19 | 1
2017-02-22 | 1
2017-02-25 | 1
2017-02-28 | 1
2017-03-03 | 1
2017-03-06 | 1
2017-03-09 | 1
2017-03-12 | 1
2017-03-15 | 1
2017-03-18 | 1
2017-03-21 | 1
2017-03-24 | 1
2017-03-28 | 1
2017-03-31 | 1
2017-04-03 | 1
2017-04-06 | 1
2017-04-09 | 1
2017-04-12 | 1
2017-04-15 | 1
2017-04-18 | 1
2017-04-21 | 1
2017-04-24 | 1
2017-04-27 | 1
2017-04-30 | 1
2017-05-03 | 1
2017-05-06 | 1
2017-05-09 | 1
2017-05-12 | 1
2017-05-15 | 1
2017-05-18 | 1
2017-05-21 | 1
2017-05-24 | 1
2017-05-27 | 1
2017-05-30 | 1
2017-06-02 | 1
2017-06-05 | 1
2017-06-08 | 1
2017-06-11 | 1
2017-06-14 | 1
2017-06-17 | 1
2017-06-20 | 1
2017-06-23 | 1
2017-06-26 | 1
2017-06-29 | 1
2017-07-02 | 1
2017-07-05 | 1
2017-07-08 | 1
2017-07-11 | 1
2017-07-14 | 1
2017-07-17 | 1
2017-07-20 | 1
2017-07-23 | 1
2017-07-26 | 1
2017-07-29 | 1
2017-08-01 | 1
2017-08-04 | 1
2017-08-07 | 1
2017-08-10 | 1
2017-08-13 | 1
2017-08-16 | 1
2017-08-19 | 1
2017-08-22 | 1
2017-08-25 | 1
2017-08-28 | 1
2017-08-31 | 1
2017-09-03 | 1
2017-09-06 | 1
2017-09-09 | 1
2017-09-12 | 1
2017-09-15 | 1
2017-09-18 | 1
2017-09-21 | 1
2017-09-24 | 1
2017-09-27 | 1
2017-09-30 | 1
2017-10-03 | 1
2017-10-06 | 1
2017-10-09 | 1
2017-10-12 | 1
2017-10-15 | 1
2017-10-18 | 1
2017-10-21 | 1
2017-10-24 | 1
2017-10-27 | 1
2017-10-29 | 1
2017-11-01 | 1
2017-11-04 | 1
2017-11-07 | 1
2017-11-10 | 1
2017-11-13 | 1
2017-11-16 | 1
2017-11-19 | 1
2017-11-22 | 1
2017-11-25 | 1
2017-11-28 | 1
2017-12-01 | 1
2017-12-04 | 1
2017-12-07 | 1
2017-12-10 | 1
2017-12-13 | 1
2017-12-16 | 1
2017-12-19 | 1
2017-12-22 | 1
2017-12-25 | 1
2017-12-28 | 1
2017-12-31 | 1
2018-01-03 | 1
2018-01-06 | 1
2018-01-09 | 1
2018-01-12 | 1
2018-01-15 | 1
2018-01-18 | 1
2018-01-21 | 1
2018-01-24 | 1
2018-01-27 | 1
2018-01-30 | 1
2018-02-02 | 1
2018-02-05 | 1
2018-02-08 | 1
2018-02-11 | 1
2018-02-14 | 1
2018-02-17 | 1
2018-02-20 | 1
2018-02-23 | 1
2018-02-26 | 1
2018-03-01 | 1
2018-03-04 | 1
2018-03-07 | 1
2018-03-10 | 1
2018-03-13 | 1
2018-03-16 | 1
2018-03-19 | 1
2018-03-22 | 1
2018-03-26 | 1
2018-03-29 | 1
2018-04-01 | 1
2018-04-04 | 1
2018-04-07 | 1
2018-04-10 | 1
2018-04-13 | 1
2018-04-16 | 1
2018-04-19 | 1
2018-04-22 | 1
2018-04-25 | 1
2018-04-28 | 1
2018-05-01 | 1
2018-05-04 | 1
2018-05-07 | 1
2018-05-10 | 1
2018-05-13 | 1
2018-05-16 | 1
2018-05-19 | 1
2018-05-22 | 1
2018-05-25 | 1
2018-05-28 | 1
2018-05-31 | 1
2018-06-03 | 1
2018-06-06 | 1
2018-06-09 | 1
2018-06-12 | 1
2018-06-15 | 1
2018-06-18 | 1
2018-06-21 | 1
2018-06-24 | 1
2018-06-27 | 1
2018-06-30 | 1
2018-07-03 | 1
2018-07-06 | 1
2018-07-09 | 1
2018-07-12 | 1
2018-07-15 | 1
2018-07-18 | 1
2018-07-21 | 1
2018-07-24 | 1
2018-07-27 | 1
2018-07-30 | 1
2018-08-02 | 1
2018-08-05 | 1
2018-08-08 | 1
2018-08-11 | 1
2018-08-14 | 1
2018-08-17 | 1
2018-08-20 | 1
2018-08-23 | 1
2018-08-26 | 1
2018-08-29 | 1
2018-09-01 | 1
2018-09-04 | 1
2018-09-07 | 1
2018-09-10 | 1
2018-09-13 | 1
2018-09-16 | 1
2018-09-19 | 1
2018-09-22 | 1
2018-09-25 | 1
2018-09-28 | 1
2018-10-01 | 1
2018-10-04 | 1
2018-10-07 | 1
2018-10-10 | 1
2018-10-13 | 1
2018-10-16 | 1
2018-10-19 | 1
2018-10-22 | 1
2018-10-25 | 1
2018-10-28 | 1
2018-10-30 | 1
2018-11-02 | 1
2018-11-05 | 1
2018-11-08 | 1
2018-11-11 | 1
2018-11-14 | 1
2018-11-17 | 1
2018-11-20 | 1
2018-11-23 | 1
2018-11-26 | 1
2018-11-29 | 1
2018-12-02 | 1
2018-12-05 | 1
2018-12-08 | 1
2018-12-11 | 1
2018-12-14 | 1
2018-12-17 | 1
2018-12-20 | 1
2018-12-23 | 1
2018-12-26 | 1
2018-12-29 | 1
2019-01-01 | 1
2019-01-04 | 1
2019-01-07 | 1
2019-01-10 | 1
2019-01-13 | 1
2019-01-16 | 1
2019-01-19 | 1
2019-01-22 | 1
2019-01-25 | 1
2019-01-28 | 1
2019-01-31 | 1
2019-02-03 | 1
2019-02-06 | 1
2019-02-09 | 1
2019-02-12 | 1
2019-02-15 | 1
2019-02-18 | 1
2019-02-21 | 1
2019-02-24 | 1
2019-02-27 | 1
2019-03-02 | 1
2019-03-05 | 1
2019-03-08 | 1
2019-03-11 | 1
2019-03-14 | 1
2019-03-17 | 1
2019-03-20 | 1
2019-03-23 | 1
2019-03-26 | 1
2019-03-29 | 1
2019-04-02 | 1
2019-04-05 | 1
2019-04-08 | 1
2019-04-11 | 1
2019-04-14 | 1
2019-04-17 | 1
2019-04-20 | 1
2019-04-23 | 1
2019-04-26 | 1
2019-04-29 | 1
2019-05-02 | 1
2019-05-05 | 1
2019-05-08 | 1
2019-05-11 | 1
2019-05-14 | 1
2019-05-17 | 1
2019-05-20 | 1
2019-05-23 | 1
2019-05-26 | 1
2019-05-29 | 1
2019-06-01 | 1
2019-06-04 | 1
2019-06-07 | 1
2019-06-10 | 1
2019-06-13 | 1
